iteration,quality_00,quality_01,quality_02,quality_03,quality_04
1599,51758,51720,51731,52935,53715
1600,51758,51720,51731,52935,53715
1601,51758,51720,51731,52935,53715
1602,51758,51720,51731,52935,53715
1603,51758,51599,51731,52935,53715
1604,51758,51599,51731,52935,53715
1605,51758,51599,51731,52935,53715
1606,51758,51599,51731,52935,53715
1607,51758,51599,51731,52935,53715
1608,51758,51599,51731,52935,53715
1609,51758,51599,51731,52935,53715
1610,51758,51599,51731,52935,53715
1611,51758,51599,51731,52935,53715
1612,51758,51599,51731,52935,53715
1613,51758,51599,51731,52935,53715
1614,51758,51599,51731,52935,53715
1615,51758,51599,51731,52935,53715
1616,51758,51599,51731,52935,53715
1617,51758,51599,51731,52935,53715
1618,51758,51599,51731,52935,53715
1619,51758,51599,51731,52935,53715
1620,51758,51599,51731,52935,53643
1621,51758,51599,51731,52935,53643
1622,51758,51599,51731,52935,53643
1623,51758,51599,51731,52935,53643
1624,51758,51599,51731,52935,53643
1625,51758,51599,51731,52935,53643
1626,51758,51599,51731,52935,53643
1627,51758,51599,51731,52935,53643
1628,51758,51599,51731,52935,53643
1629,51745,51599,51731,52935,53643
1630,51745,51599,51731,52935,53524
1631,51745,51599,51731,52935,53524
1632,51745,51599,51731,52935,53524
1633,51745,51599,51731,52935,53524
1634,51745,51599,51731,52935,53524
1635,51745,51599,51731,52935,53524
1636,51745,51599,51731,52935,53524
1637,51745,51599,51731,52935,53524
1638,51745,51599,51731,52935,53524
1639,51745,51599,51731,52935,53524
1640,51745,51599,51731,52935,53524
1641,51745,51599,51731,52935,53524
1642,51745,51599,51731,52935,53524
1643,51745,51599,51731,52935,53524
1644,51745,51599,51731,52935,53524
1645,51745,51599,51731,52935,53524
1646,51745,51599,51731,52935,53524
1647,51745,51599,51731,52935,53524
1648,51745,51599,51731,52935,53524
1649,51745,51599,51731,52935,53524
1650,51745,51599,51731,52935,53524
1651,51745,51599,51731,52935,53524
1652,51745,51243,51731,52935,53524
1653,51745,51243,51731,52935,53524
1654,51745,51243,51731,52935,53524
1655,51745,51243,51731,52935,53524
1656,51745,51243,51731,52935,53524
1657,51745,51243,51731,52935,53524
1658,51745,51243,51731,52935,53524
1659,51745,51243,51731,52935,53524
1660,51745,51243,51731,52935,53524
1661,51745,51243,51731,52935,53524
1662,51745,51243,51731,52935,53524
1663,51745,51243,51731,52935,53524
1664,51745,51243,51731,52935,53524
1665,51745,51243,51731,52935,53524
1666,51745,51243,51731,52935,53524
1667,51745,51243,51731,52935,53524
1668,51745,51243,51731,52935,53524
1669,51745,51243,51731,52935,53524
1670,51745,51243,51731,52935,53524
1671,51745,51243,51731,52935,53524
1672,51745,51243,51731,52935,53524
1673,51745,51243,51731,52781,53524
1674,51745,51243,51731,52781,53524
1675,51745,51243,51731,52781,53524
1676,51745,51243,51731,52781,53524
1677,51745,51243,51731,52781,53524
1678,51745,51243,51731,52781,53397
1679,51745,51243,51731,52781,53397
1680,51745,51243,51731,52781,53397
1681,51745,51243,51731,52781,53397
1682,51745,51243,51731,52781,53397
1683,51745,51243,51731,52781,53397
1684,51745,51243,51731,52781,53397
1685,51745,51243,51731,52781,53397
1686,51745,51243,51731,52781,53397
1687,51745,51243,51731,52781,53397
1688,51745,51243,51731,52781,53397
1689,51745,51243,51731,52781,53056
1690,51745,51243,51600,52781,53056
1691,51745,51243,51600,52781,53056
1692,51745,51243,51600,52781,53056
1693,51745,51243,51600,52781,53056
1694,51745,51243,51600,52781,53056
1695,51745,51243,51600,52781,53056
1696,51745,51243,51600,52781,53056
1697,51745,51243,51600,52781,53056
1698,51745,51243,51600,52781,53056
1699,51745,51243,51600,52781,53056
1700,51745,51243,51600,52781,52852
1701,51745,51243,51600,52781,52852
1702,51745,51243,51600,52781,52852
1703,51745,51243,51600,52781,52852
1704,51745,51243,51600,52781,52852
1705,51745,51243,51600,52781,52852
1706,51745,51243,51600,52781,52852
1707,51745,51243,51600,52781,52852
1708,51745,51243,51600,52781,52852
1709,51745,51243,51600,52781,52852
1710,51745,51243,51600,52781,52852
1711,51745,51243,51600,52781,52852
1712,51745,51243,51600,52781,52852
1713,51745,51243,51600,52781,52852
1714,51745,51243,51600,52781,52852
1715,51745,51243,51600,52781,52852
1716,51745,51243,51600,52781,52852
1717,51745,51243,51600,52781,52852
1718,51745,51243,51600,52781,52852
1719,51745,51243,51600,52781,52852
1720,51745,51243,51600,52781,52852
1721,51745,51243,51600,52781,52852
1722,51745,51243,51600,52781,52852
1723,51745,51243,51600,52781,52852
1724,51745,51243,51600,52781,52852
1725,51745,51243,51600,52779,52852
1726,51745,51243,51600,52779,52852
1727,51745,51243,51600,52779,52852
1728,51745,51243,51600,52779,52852
1729,51745,51243,51600,52779,52852
1730,51745,51243,51600,52779,52852
1731,51745,51243,51600,52779,52852
1732,51745,51243,51600,52779,52852
1733,51745,51243,51600,52779,52852
1734,51745,51243,51600,52779,52852
1735,51745,51243,51600,52779,52852
1736,51745,51243,51569,52779,52852
1737,51745,51243,51569,52779,52852
1738,51745,51243,51569,52779,52852
1739,51745,51243,51569,52779,52852
1740,51745,51243,51569,52779,52852
1741,51745,51243,51569,52779,52852
1742,51745,51243,51569,52779,52852
1743,51745,51243,51569,52779,52852
1744,51745,51243,51569,52779,52852
1745,51745,51243,51569,52779,52852
1746,51745,51243,51569,52779,52852
1747,51745,51243,51569,52779,52852
1748,51745,51243,51569,52779,52852
1749,51745,51243,51569,52779,52852
1750,51745,51243,51569,52779,52852
1751,51745,51243,51569,52779,52852
1752,51745,51243,51569,52779,52852
1753,51745,51243,51569,52779,52852
1754,51745,51243,51569,52779,52852
1755,51745,51243,51569,52779,52852
1756,51745,51243,51569,52779,52852
1757,51745,51243,51569,52779,52852
1758,51745,51243,51569,52779,52852
1759,51745,51243,51569,52779,52852
1760,51745,51243,51569,52779,52852
1761,51745,51243,51362,52779,52852
1762,51745,51243,51362,52779,52852
1763,51745,51243,51362,52779,52852
1764,51745,51243,51362,52779,52852
1765,51745,51243,51251,52779,52852
1766,51745,51243,51251,52779,52852
1767,51745,51243,51251,52779,52852
1768,51745,51243,51251,52779,52852
1769,51745,51243,51251,52779,52852
1770,51745,51243,51251,52779,52852
1771,51745,51243,51251,52779,52852
1772,51745,51243,51251,52779,52852
1773,51745,51243,51251,52779,52852
1774,51745,51243,51251,52779,52852
1775,51745,51243,51251,52779,52852
1776,51745,51243,51251,52779,52852
1777,51745,51243,51251,52779,52852
1778,51745,51243,51251,52747,52852
1779,51745,51243,51251,52747,52852
1780,51745,51243,51251,52747,52852
1781,51745,51243,51251,52747,52852
1782,51745,51243,51251,52747,52852
1783,51745,51243,51251,52747,52852
1784,51745,51243,51251,52747,52852
1785,51745,51243,51251,52747,52852
1786,51745,51243,51251,52747,52852
1787,51745,51243,51251,52747,52852
1788,51745,51243,51251,52747,52852
1789,51745,51243,51251,52747,52852
1790,51745,51243,51251,52747,52852
1791,51745,51243,51251,52747,52852
1792,51745,51243,51251,52747,52852
1793,51745,51243,51206,52747,52852
1794,51745,51243,51206,52747,52852
1795,51745,51243,51206,52747,52852
1796,51745,51243,51206,52747,52852
1797,51745,51243,51206,52747,52852
1798,51745,51243,51206,52747,52852
1799,51745,51243,51206,52747,52852
1800,51745,51243,51206,52747,52852
1801,51745,51243,51206,52747,52852
1802,51745,51243,51206,52747,52852
1803,51745,51243,51206,52747,52852
1804,51745,51243,51206,52747,52852
1805,51745,51243,51206,52747,52852
1806,51745,51243,51206,52747,52852
1807,51745,51243,51206,52747,52852
1808,51745,51243,51206,52747,52852
1809,51745,51243,51206,52747,52852
1810,51745,51243,51206,52747,52852
1811,51745,51243,51206,52747,52852
1812,51745,51243,51206,52747,52852
1813,51745,51243,51206,52747,52852
1814,51745,51243,51206,52747,52852
1815,51745,51243,51206,52747,52852
1816,51745,51243,51206,52747,52852
1817,51745,51243,51206,52747,52852
1818,51745,51243,51206,52747,52852
1819,51745,51243,51206,52747,52852
1820,51745,51243,51206,52747,52852
1821,51745,51243,51206,52747,52852
1822,51745,51243,51206,52747,52852
1823,51745,51243,51206,52747,52852
1824,51745,51243,51206,52747,52852
1825,51745,51243,51206,52747,52852
1826,51745,51243,51206,52747,52852
1827,51745,51243,51206,52747,52852
1828,51745,51243,51206,52747,52852
1829,51745,51243,51206,52743,52852
1830,51745,51243,51206,52743,52852
1831,51745,51243,51206,52743,52852
1832,51745,51243,51206,52743,52852
1833,51745,51243,51206,52743,52852
1834,51745,51243,51206,52743,52852
1835,51745,51243,51206,52743,52852
1836,51745,51243,51206,52743,52852
1837,51745,51243,51206,52743,52852
1838,51745,51243,51206,52743,52852
1839,51745,51243,51206,52743,52852
1840,51745,51243,51206,52743,52852
1841,51745,51243,51206,52743,52852
1842,51745,51243,51206,52743,52852
1843,51745,51243,51206,52743,52852
1844,51745,51243,51206,52743,52852
1845,51745,51243,51206,52743,52852
1846,51745,51243,51206,52743,52852
1847,51745,51243,51206,52743,52852
1848,51745,51243,51206,52743,52852
1849,51745,51243,51206,52743,52852
1850,51745,51243,51206,52743,52852
1851,51745,51243,51206,52743,52852
1852,51745,51243,51206,52743,52852
1853,51745,51243,51206,52743,52852
1854,51745,51243,51206,52743,52852
1855,51745,51243,51206,52743,52852
1856,51745,51243,51206,52743,52852
1857,51745,51243,51206,52743,52852
1858,51745,51243,51206,52474,52852
1859,51745,51243,51206,52474,52852
1860,51745,51243,51206,52474,52852
1861,51745,51243,51206,52474,52852
1862,51745,51243,51206,52474,52852
1863,51745,51243,51206,52474,52852
1864,51745,51243,51206,52474,52852
1865,51745,51243,51206,52474,52852
1866,51745,51243,51206,52474,52852
1867,51745,51243,51206,52474,52852
1868,51745,51243,51206,52474,52852
1869,51745,51243,51206,52474,52852
1870,51745,51243,51206,52474,52852
1871,51745,51243,51206,52474,52852
1872,51745,51243,51206,52474,52852
1873,51745,51243,51206,52474,52852
1874,51745,51243,51206,52474,52852
1875,51745,51243,51206,52474,52852
1876,51745,51243,51206,52474,52852
1877,51745,51243,51206,52474,52484
1878,51745,51243,51206,52474,52484
1879,51745,51243,51206,52474,52484
1880,51745,51143,51206,52474,52484
1881,51745,51143,51206,52474,52484
1882,51745,51143,51206,52474,52484
1883,51745,51143,51206,52474,52484
1884,51745,51143,51206,52474,52484
1885,51745,51143,51206,52474,52484
1886,51745,51143,51206,52474,52484
1887,51745,51143,51206,52474,52484
1888,51745,51143,51206,52474,52484
1889,51745,51143,51206,52474,52484
1890,51745,51143,51206,52474,52484
1891,51745,51143,51206,52474,52484
1892,51745,51143,51206,52474,52484
1893,51745,51143,51206,52474,52484
1894,51745,51143,51206,52474,52484
1895,51745,51143,51206,52474,52484
1896,51745,51143,51206,52474,52484
1897,51745,51143,51206,52474,52484
1898,51745,51143,51206,52474,52484
1899,51745,51143,51206,52474,52484
1900,51745,51143,51206,52474,52484
1901,51745,51143,51206,52474,52484
1902,51745,51143,51206,52474,52484
1903,51745,51143,51206,52474,52484
1904,51745,51143,51206,52474,52484
1905,51745,51143,51206,52474,52484
1906,51745,51143,51206,52474,52484
1907,51745,51143,51206,52474,52484
1908,51745,51143,51206,52474,52484
1909,51745,51143,51206,52474,52484
1910,51745,51143,51206,52474,52484
1911,51745,51143,51206,52474,52484
1912,51745,51143,51206,52474,52484
1913,51745,51143,51206,52474,52484
1914,51745,51143,51206,52474,52484
1915,51745,51143,51206,52474,52484
1916,51745,51143,51206,52474,52484
1917,51745,51143,51206,52474,52484
1918,51745,51143,51206,52474,52484
1919,51745,51143,51206,52474,52484
1920,51745,51143,51206,52474,52484
1921,51745,51143,51206,52474,52484
1922,51745,51143,51206,52474,52484
1923,51745,51143,51206,52474,52484
1924,51745,51143,51206,52474,52484
1925,51745,51143,51206,52474,52484
1926,51745,51143,51206,52474,52484
1927,51745,51143,51206,52474,52484
1928,51745,51143,51206,52474,52484
1929,51745,51143,51206,52474,52484
1930,51745,51143,51206,52474,52484
1931,51745,51143,51206,52474,52484
1932,51745,51143,51206,52474,52484
1933,51745,51143,51206,52474,52484
1934,51745,51143,51206,52474,52484
1935,51745,51143,51206,52474,52484
1936,51745,51143,51206,52474,52484
1937,51745,51143,51206,52474,52484
1938,51745,51143,51206,52474,52484
1939,51745,51143,51206,52474,52484
1940,51745,51143,51206,52474,52484
1941,51745,51143,51206,52474,52484
1942,51745,51143,51206,52474,52484
1943,51745,51143,51206,52474,52484
1944,51745,51143,51206,52474,52484
1945,51745,51143,51206,52474,52484
1946,51745,51143,51206,52474,52484
1947,51745,51143,51206,52474,52484
1948,51745,51143,51206,52474,52484
1949,51745,51143,51206,52474,52484
1950,51745,51143,51206,52474,52484
1951,51745,51143,51206,52474,52484
1952,51745,51143,51206,52474,52484
1953,51745,51143,51082,52474,52484
1954,51745,51143,51082,52474,52484
1955,51745,51143,51082,52474,52484
1956,51745,51143,51082,52474,52484
1957,51745,51143,51082,52474,52484
1958,51745,51143,51082,52474,52484
1959,51745,51143,51082,52474,52484
1960,51745,51143,51082,52474,52484
1961,51745,51143,51082,52474,52484
1962,51745,51143,51082,52474,52484
1963,51745,51143,51082,52474,52484
1964,51745,51143,51082,52474,52484
1965,51745,51143,51082,52474,52447
1966,51745,51143,51082,52474,52447
1967,51745,51143,51082,52474,52447
1968,51745,51143,51082,52474,52447
1969,51745,51143,51082,52474,52447
1970,51745,51143,51082,52474,52447
1971,51745,51143,51082,52474,52447
1972,51745,51143,51082,52474,52447
1973,51745,51143,51082,52474,52447
1974,51745,51143,51082,52474,52447
1975,51745,51143,51082,52474,52447
1976,51745,51143,51082,52474,52447
1977,51745,51143,51082,52474,52447
1978,51745,51143,51082,52474,52447
1979,51745,51143,51082,52474,52447
1980,51745,51143,51082,52474,52447
1981,51745,51143,51082,52474,52447
1982,51745,51143,51082,52474,52447
1983,51745,51143,51082,52474,52447
1984,51745,51143,51082,52474,52447
1985,51745,51143,51082,52474,52447
1986,51745,51143,51082,52474,52447
1987,51745,51143,51082,52474,52447
1988,51745,51143,51082,52474,52447
1989,51745,51143,51082,52474,52447
1990,51745,51143,51082,52474,52447
1991,51745,51143,51082,52474,52447
1992,51745,51143,51082,52474,52447
1993,51745,51143,51082,52474,52447
1994,51745,51143,51082,52474,52447
1995,51745,51143,51082,52474,52447
1996,51745,51143,51082,52474,52447
1997,51745,51143,51082,52474,52447
1998,51745,51143,51082,52474,52447
1999,51745,51143,51082,52474,52447
2000,51745,51143,51082,52474,52447
2001,51745,51143,51082,52474,52447
