iteration,eil51,eil76,kroA100,gr202
112,175.6807512,236.6542751,610.1658679,46.17156375
113,175.6807512,236.6542751,610.1658679,46.17156375
114,175.6807512,236.6542751,610.1658679,46.17156375
115,175.6807512,236.6542751,610.1658679,46.17156375
116,175.6807512,236.6542751,610.1658679,46.17156375
117,175.6807512,236.6542751,610.1658679,46.17156375
118,175.6807512,236.6542751,610.1658679,46.17156375
119,175.6807512,236.6542751,610.1658679,46.17156375
120,175.6807512,236.6542751,610.1658679,46.17156375
121,175.6807512,236.6542751,610.1658679,46.17156375
122,175.6807512,236.6542751,610.1658679,46.17156375
123,175.6807512,236.6542751,610.1658679,46.17156375
124,175.6807512,236.6542751,610.1658679,46.17156375
125,175.6807512,236.6542751,610.1658679,46.17156375
126,175.6807512,236.6542751,610.1658679,46.13695219
127,175.6807512,236.6542751,610.1658679,46.13695219
128,175.258216,236.6542751,610.0284278,46.13695219
129,175.258216,236.6542751,609.8787708,46.13695219
130,175.258216,236.2825279,609.8665539,46.13695219
131,175.258216,236.2825279,609.8665539,46.13695219
132,175.2112676,236.2825279,609.8665539,46.13695219
133,175.2112676,236.2825279,609.8665539,46.13695219
134,175.2112676,236.2825279,609.8665539,46.13695219
135,175.2112676,236.2825279,609.8665539,46.13695219
136,175.2112676,236.2825279,609.8665539,46.13695219
137,175.2112676,236.2825279,609.8665539,46.13695219
138,175.2112676,236.2825279,609.2486608,46.13695219
139,175.2112676,236.2825279,608.6307678,46.13695219
140,175.2112676,236.2825279,608.6307678,46.13695219
141,175.2112676,236.2825279,608.6307678,46.13695219
142,175.2112676,236.2825279,608.6307678,46.13695219
143,175.2112676,236.2825279,608.6307678,45.81748008
144,174.8122066,236.2825279,608.6307678,45.81748008
145,174.8122066,236.2825279,608.6307678,45.81748008
146,174.8122066,236.0594796,608.6307678,45.81748008
147,174.8122066,236.0594796,608.6307678,45.81748008
148,174.8122066,236.0594796,608.6307678,45.81748008
149,174.8122066,236.0594796,608.6307678,45.81748008
150,174.8122066,236.0594796,608.6307678,45.81748008
151,174.5774648,236.0594796,608.6307678,45.81748008
152,174.5774648,236.0037175,608.6307678,45.81748008
153,174.5774648,236.0037175,608.6307678,45.81748008
154,174.5774648,236.0037175,608.6307678,45.81748008
155,174.5774648,236.0037175,608.6307678,45.81748008
156,174.5774648,235.2416357,608.6307678,45.81748008
157,174.5774648,235.2416357,608.6307678,45.81748008
158,174.5774648,235.2416357,608.6307678,45.81748008
159,174.5774648,235.2416357,608.6307678,45.81748008
160,174.5774648,235.2416357,608.6307678,45.81748008
161,174.5305164,235.2416357,608.6307678,45.81748008
162,174.5305164,235.2416357,608.6307678,45.81748008
163,174.5305164,235.2416357,608.6307678,45.81748008
164,174.1079812,235.2416357,608.6307678,45.81748008
165,174.1079812,235.2416357,608.6307678,45.81748008
166,174.1079812,235.2416357,608.6307678,45.81748008
167,174.1079812,235.2416357,608.6307678,45.81748008
168,174.1079812,235.2416357,608.6307678,45.81748008
169,174.1079812,235.2416357,607.9033925,45.81748008
170,174.1079812,235.2416357,607.1760173,45.81748008
171,174.1079812,235.2416357,607.1760173,45.81748008
172,174.1079812,235.2416357,607.1760173,45.81748008
173,174.1079812,235.2416357,607.1760173,45.81748008
174,174.1079812,235.2416357,607.1760173,45.81748008
175,174.1079812,235.2416357,607.1760173,45.81748008
176,174.1079812,235.2416357,607.1760173,45.81748008
177,174.1079812,235.2416357,607.1760173,45.81748008
178,174.1079812,235.2416357,607.1760173,45.81748008
179,173.3568075,235.2416357,607.1760173,45.81748008
180,173.3568075,235.2416357,607.1760173,45.81748008
181,173.3568075,235.2416357,607.1760173,45.81748008
182,173.3568075,235.2416357,607.1760173,45.81748008
183,173.3568075,235.2416357,607.1760173,45.81748008
184,173.3568075,235.2416357,607.1760173,45.81748008
185,173.3568075,235.2416357,607.1760173,45.81748008
186,173.3568075,235.2416357,607.1760173,45.81748008
187,173.3568075,235.2416357,607.1760173,45.81748008
188,173.286385,235.2416357,607.1760173,45.45841633
189,173.286385,235.2416357,607.1760173,45.45841633
190,173.286385,235.2416357,607.1760173,45.45841633
191,173.286385,235.2416357,607.1760173,45.45841633
192,173.286385,235.2416357,607.1760173,45.45841633
193,173.286385,235.2416357,607.1760173,45.45841633
194,173.286385,235.2416357,607.1760173,45.45841633
195,173.286385,235.2416357,607.1760173,45.45841633
196,173.286385,235.2416357,607.1760173,45.45841633
197,173.286385,235.2416357,607.1760173,45.45841633
198,173.286385,235.2416357,607.1760173,45.45841633
199,173.286385,235.2416357,607.1760173,45.45841633
200,173.286385,235.2416357,607.1760173,45.45841633
201,173.286385,235.2416357,607.1760173,45.45841633
202,173.286385,235.2416357,607.1760173,45.45841633
203,173.286385,235.2416357,607.1760173,45.45841633
